c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,obj
0,1,0,1,-0.010101,-0.010101,-0.434667,48154900,1,16.9696,4.0486,1.00E+20
0,1,0,0,-0.00792501,-0.0081406,-0.544,3618530,1,0.3503,0.220166,1.00E+20
0,1,0,1,-0.00593278,-0.00950736,-0.448,8756400,1,2.26756,1.09235,1.00E+20
0,1,0,1,-0.00867733,-0.00918689,-0.417,41504500,1,14.4879,3.84952,1.00E+20
0,1,0,1,-0.00088558,-0.00679327,-0.484333,8248770,1,2.07813,1.12261,1.00E+20
0,1,0,1,0.00048841,-0.00443583,-0.541667,4420650,1,0.64962,0.487035,1.00E+20
0,0,0,1,-0.00331856,-0.010101,-0.380667,2943380,1,0.09836,0.0716104,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00374389,-0.00806627,-0.473667,5504360,1,1.05402,0.69323,1.00E+20
0,1,0,1,-0.00904176,-0.00717601,-0.587667,7390910,1,1.75801,0.377389,1.00E+20
0,0,0,1,0.0357924,-0.00418534,-0.442667,9842770,1,2.67295,1.28568,1.00E+20
0,1,0,1,-0.00688686,-0.0067,-0.566333,5043220,1,0.88194,0.592481,1.00E+20
0,1,0,0,-0.00498422,-0.00524476,-0.440333,0.775,-766.5,-0.003407,-0.0879117,-1464020
0,1,0,1,-0.00767987,-0.00943295,0.306333,12017600000,1,4483.51,814.856,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.0013273,-0.00803536,-0.483667,0.225,-1157,-0.180058,-0.133118,-5321220
0,0,0,1,-0.00710685,-0.00199071,-0.569667,-0.25,-1933.5,0.18032,-0.237932,-19447100
0,1,0,1,-0.00641367,-0.00290253,-0.455667,-0.6,-3771,-0.437158,-0.297151,-22577700
0,1,0,1,-0.00967767,-0.00858586,-0.59,-0.7,-5435.5,-0.510361,-0.361141,-30124700
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00862677,-0.00424293,-0.368333,771600000,1,286.932,53.2852,1.00E+20
0,1,0,1,-0.00905355,-0.00899299,0.0366667,2569780000,1,957.947,175.226,1.00E+20
0,1,0,0,-0.00880767,-0.00580532,-0.56,-0.5,-3061.5,-0.36554,-0.224393,-19658800
0,1,0,0,-0.00876607,-0.00840507,-0.511333,-0.175,-1673,0.0916,-0.168605,-14329600
0,1,0,1,-0.00380151,-0.00873992,-0.381,4375330,1,0.63271,0.158095,1.00E+20
0,1,0,1,-0.00566518,-0.00861009,0.471,44231900,1,15.5057,3.26074,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00883044,-0.00954189,0.470667,69179800000,1,25814.3,4680.21,1.00E+20
0,1,0,1,-0.00454422,-0.00828863,0.457667,50897700000,1,18992.1,3443.21,1.00E+20
0,1,0,1,-0.0027763,-0.00830616,-0.414667,5139610,1,0.91791,0.392286,1.00E+20
0,1,0,0,-0.00836805,-0.00682678,-0.551667,4085620,1,0.5246,0.30514,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00870681,-0.00965007,-0.447,3267180,-10.5,0.21919,0.160038,1.00E+20
0,1,0,1,-0.0076574,-0.00687643,-0.512,12012200,1,3.48252,1.45402,1.00E+20
0,0,0,1,0.0217777,-0.00384264,-0.432,2539750,1,-0.052261,0.12115,1.00E+20
0,1,0,0,-0.00769027,-0.00799554,-0.393333,1.85,-437.5,0.19279,0.0529225,1.00E+20
0,1,0,0,-0.00858824,-0.00603271,-0.555667,-0.725,-5862,-0.543668,-0.375617,-30578500
0,1,0,1,-0.00839928,-0.00993479,-0.382667,3661730,1,0.36642,0.223667,1.00E+20
0,1,0,0,-0.00944666,-0.00920712,-0.542667,-0.55,-3455,-0.375937,-0.264201,-22497900
0,1,0,1,-0.00754379,-0.00907786,0.0806667,13772600000,1,5138.4,933.256,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0084922,-0.00870969,-0.462667,19015200,1,6.09574,1.99945,1.00E+20
0,1,0,1,-0.00986295,-0.010101,-0.414,3818950,1,0.42509,0.269036,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00960465,-0.00995156,-0.356,0.225,-1157.5,-0.007982,-0.0853877,-6442370
0,1,0,0,-0.00610201,-0.00833587,-0.425667,-0.025,-1365.5,0.12795,-0.139785,-10343900
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00880711,-0.000995532,-0.559333,-0.725,-5709,-0.539967,-0.368378,-29922700
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,0,0.00345911,-0.00840533,-0.298333,28430000,1,9.609,1.6194,1.00E+20
0,1,0,1,-0.010101,-0.00999897,-0.341667,71625400,1,25.7279,5.82074,1.00E+20
0,1,0,1,-0.00904464,-0.00716087,-0.592,-0.7,-5459.5,-0.514985,-0.359164,-29989800
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00901976,-0.010101,-0.555333,-0.475,-2870,-0.365992,-0.204137,-18083800
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,0,-0.00266248,-0.00700531,-0.303,22919800,1,7.5528,1.26096,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00863412,-0.00570364,-0.146,3484250000,1,1299.19,237.043,1.00E+20
0,1,0,0,-0.00816141,-0.0039381,-0.559333,-0.65,-4592.5,-0.482195,-0.318085,-26242900
0,1,0,1,-0.00181206,-0.00381056,-0.450333,0.525,-914.5,-0.102591,-0.116113,-3023800
0,0,0,1,0.00849115,-0.00806178,-0.511,2040320,1,-0.238629,0.0083718,1.00E+20
0,0,0,0,-0.00221146,-0.00345439,-0.397333,4291080,1,0.60127,0.213439,1.00E+20
0,1,0,0,-0.00652147,-0.00881956,-0.499667,0.4,-995.5,0.03447,-0.0327844,-4566500
0,1,0,1,-0.00965623,-0.010101,-0.513333,1.65,-488.5,-0.015135,0.0670617,1.00E+20
0,1,0,1,-0.00824719,-0.00705242,-0.450333,6333620,1,1.36347,0.735389,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00889131,-0.00974584,-0.39,0.475,-946,0.01246,-0.0464631,-3821390
0,1,0,0,-0.00988755,-0.010101,-0.577,-0.55,-3520,-0.359119,-0.276291,-23638000
0,1,0,0,-0.010101,-0.00913533,-0.588333,-0.425,-2603.5,-0.206343,-0.224893,-19914600
0,1,0,1,-0.00748047,-0.00985216,-0.409667,11171600,1,3.16881,1.35665,1.00E+20
0,1,0,1,-0.00926252,-0.00841103,-0.203667,8350040000,1,3114.92,565.982,1.00E+20
0,1,0,1,-0.006283,-0.00955323,-0.405667,0.6,-866,0.37751,-0.0487185,-3785050
0,1,0,1,-0.00791085,-0.00739478,0.233,7399590000,1,2760.25,504.305,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,0,-0.00129476,-0.00783917,-0.402333,3269460,1,0.22004,0.0916425,1.00E+20
0,1,0,1,-0.00859152,-0.00954609,-0.336333,-0.1,-1511,-0.098209,-0.136003,-9956330
0,1,0,1,-0.00988013,-0.00944157,-0.524,562420000,1,208.874,38.6648,1.00E+20
0,1,0,1,-0.00967382,-0.00780533,-0.575667,-0.275,-1960.5,0.20875,-0.245833,-20338700
0,1,0,0,-0.00902894,-0.00270347,-0.568667,1.075,-632.5,0.38002,0.0392633,1.00E+20
0,1,0,1,-0.00988327,-0.00963893,-0.546,-0.075,-1437,0.02821,-0.102497,-10372300
0,1,0,1,-0.00925521,-0.00491775,-0.591,-0.725,-5568,-0.525071,-0.361289,-30030200
0,1,0,0,-0.00563055,-0.00660585,-0.499667,-0.55,-3498.5,-0.384047,-0.276037,-22546800
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00855211,-0.00862137,-0.519333,7621240,1,1.84396,0.930582,1.00E+20
0,1,0,0,-0.00942127,-0.00953859,-0.485,3182800,1,0.1877,0.411108,1.00E+20
0,0,0,1,0.00706469,-0.0051186,-0.484667,5876260,1,1.1928,0.345487,1.00E+20
0,1,0,1,-0.00752477,-0.00229497,-0.564333,5426270,1,1.02488,0.539365,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00861045,-0.00870391,0.323333,16074300000,1,5997.32,1089.66,1.00E+20
0,1,0,1,-0.00873739,-0.00635874,0.0136667,22758600000,1,8491.65,1540.51,1.00E+20
0,1,0,1,-0.00791085,-0.00481806,-0.534,7741540,1,1.88885,0.949837,1.00E+20
0,1,0,0,-0.00913417,-0.00958792,-0.391667,2.25,-358.5,0.22338,0.072832,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00922036,-0.00673644,-0.528,137244000,1,50.2143,9.93946,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,0,-0.000907827,-0.00641259,-0.451667,-0.15,-1594.5,-0.302258,-0.185879,-8452180
0,1,0,1,-0.00859948,-0.00455536,-0.567333,7126920,1,1.6595,0.750093,1.00E+20
0,1,0,1,-0.00866041,-0.0091227,-0.400333,11833600,1,3.41587,1.49246,1.00E+20
0,1,0,1,0.000578063,-0.00363341,-0.435,5178580,1,0.93245,0.61409,1.00E+20
0,0,0,1,-0.00668779,-0.00534759,-0.573,-0.025,-1373.5,0.11719,-0.104285,-10362900
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0088049,-0.00893191,-0.556667,-0.475,-2920.5,-0.324299,-0.226848,-19710200
0,0,0,0,0.00504652,-0.00158031,-0.248,44322300,1,15.5394,2.67388,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00967045,-0.00984858,-0.563333,40425600,1,14.0853,3.1065,1.00E+20
0,1,0,0,-0.00748417,-0.00293039,-0.54,3851000,1,0.43705,0.210071,1.00E+20
0,1,0,1,-0.00119641,-0.00978367,-0.461667,7469670,1,1.7874,1.05499,1.00E+20
0,1,0,1,-0.00988369,-0.0095454,-0.549,5945350,1,1.21858,0.758212,1.00E+20
0,1,0,0,-0.00988434,-0.00959571,-0.553667,0.625,-853,0.12263,0.00262633,-2893310
0,1,0,1,-0.00830767,-0.00936532,-0.499333,23358800,1,7.71664,2.16607,1.00E+20
0,1,0,1,-0.00856256,-0.00749318,-0.529667,-0.675,-4682,-0.491689,-0.32316,-26347400
0,1,0,1,-0.00247569,-0.00600526,0.342667,94581100,1,34.2941,6.95844,1.00E+20
0,1,0,0,-0.00763023,-0.00628811,-0.495333,4571630,1,0.70596,0.446051,1.00E+20
0,1,0,1,-0.0097337,-0.00983741,0.0836667,2367960000,1,882.634,162.167,1.00E+20
0,1,0,1,-0.00832501,-0.00877592,0.243,23955000000,1,8938.12,1621.69,1.00E+20
0,1,0,1,-0.00836432,-0.00668356,-0.548333,2.175,-371,0.19664,0.100822,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00860551,-0.010101,-0.573667,-0.5,-3037.5,-0.345651,-0.225596,-20074300
0,1,0,1,-0.00650794,-0.00487211,-0.494,3567450,1,0.33124,0.206858,1.00E+20
0,1,0,1,-0.00900569,-0.00963076,-0.535333,-0.425,-2591.5,-0.354911,-0.180803,-16090500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.010101,-0.571,-0.15,-1633,-0.174507,-0.0957854,-10408800
0,1,0,1,-0.00873662,-0.00867162,-0.478667,11870500,1,3.42963,1.42664,1.00E+20
0,0,0,1,-0.00312393,-0.00654659,-0.485667,0.05,-1272.5,-0.294189,-0.138785,-5627380
0,0,0,1,0.026297,-0.00725451,-0.471333,4568220,1,0.70469,0.575507,1.00E+20
0,1,0,1,-0.00988845,-0.00999255,-0.583667,24570500,1,8.16878,1.84728,1.00E+20
0,1,0,0,-0.010101,-0.00940149,-0.570667,-0.525,-3199,-0.329624,-0.254675,-21958500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00988559,-0.00947672,-0.562667,-0.675,-4720.5,-0.491864,-0.317924,-26589900
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00964703,-0.00926414,-0.482667,0.525,-915.5,0.09639,-0.0247434,-3708050
0,1,0,0,-0.00320926,-0.00349732,-0.455667,-0.375,-2365,-0.388069,-0.259438,-13480700
0,1,0,1,-0.0096403,-0.010101,-0.461,20310000,1,6.57891,2.20565,1.00E+20
0,0,0,1,0.0154991,-0.00454897,-0.487,3566760,1,0.33098,0.251384,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0096455,-0.010101,0.852233,5642640000,1,2104.62,380.792,1.00E+20
0,0,0,1,-0.00256294,-0.00628931,-0.551667,2.2,-368.5,0.45087,0.0064688,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00563673,-0.00927818,-0.426667,16888400,1,5.30213,2.16148,1.00E+20
0,0,0,0,-0.00668346,-0.00933752,-0.571,-0.725,-5751,-0.540361,-0.367083,-30143100
0,1,0,1,-0.00930722,-0.00817242,0.152333,13979300000,1,5215.55,946.505,1.00E+20
0,1,0,0,-0.00839584,-0.00257978,-0.577,-0.625,-4099.5,-0.46561,-0.27569,-23694400
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00961886,-0.0094976,-0.396,43139900,1,15.0982,3.8528,1.00E+20
0,1,0,1,-0.00812767,-0.00680541,-0.362333,79148400,1,28.5352,6.4129,1.00E+20
0,1,0,0,-0.00375505,-0.010101,-0.529,5357050,1,0.99905,0.671576,1.00E+20
0,1,0,1,-0.00786677,-0.00725566,-0.503667,-0.6,-3889.5,-0.416497,-0.296949,-24295500
0,1,0,1,-0.00813838,-0.00560368,-0.541,-0.3,-2066,-0.186158,-0.161651,-14794300
0,1,0,1,-0.0082769,-0.010101,-0.474,12946900,1,3.83131,2.17267,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00904035,-0.00417758,0.0486667,5.88637E+11,1,219656,39797.9,1.00E+20
0,1,0,0,-0.00987212,-0.00985136,-0.470667,-0.55,-3465.5,-0.374507,-0.280192,-22633700
0,1,0,1,-0.00835078,-0.010101,-0.536333,0.825,-742,-0.104137,0.0248194,-1029460
0,1,0,1,-0.00877571,-0.00942904,-0.522333,64404900,1,23.0335,4.90871,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00623336,-0.00874152,-0.561,-0.675,-4733.5,-0.506654,-0.311307,-25896400
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.009393,-0.00932341,-0.425667,250160000,1,92.3504,17.804,1.00E+20
0,1,0,1,-0.00724078,-0.00710241,-0.526,0.975,-676.5,0.54382,0.0133385,-480261
0,1,0,1,-0.00746711,-0.00646371,0.49,11158500000,1,4162.93,756.625,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00838022,-0.00766115,-0.562667,3522590,-32,0.3145,0.186817,1.00E+20
0,0,0,1,-0.00713946,-0.00141019,-0.587,-0.35,-2251,-0.451327,-0.0994547,-11281700
0,1,0,0,-0.00988261,-0.00961585,-0.541333,-0.1,-1496.5,-0.021444,-0.109807,-10626300
0,1,0,1,-0.00962081,-0.00750935,-0.401667,72780400,1,26.1589,5.75872,1.00E+20
0,1,0,1,-0.00945572,-0.00944807,-0.564333,4622300,1,0.72487,0.355382,1.00E+20
0,0,0,1,0.0061577,-0.00972027,-0.446667,11242500,1,3.19527,1.35063,1.00E+20
0,1,0,1,-0.0092219,-0.00521471,-0.530667,123384000,1,45.0424,8.83382,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00798606,-0.0081641,-0.588667,0.875,-722.5,0.23121,0.0301044,-1105500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00445141,-0.00810081,-0.422333,20062400,1,6.48654,2.27171,1.00E+20
0,1,0,0,-0.00876224,-0.00943843,-0.507,3536850,1,0.31982,0.265907,1.00E+20
0,1,0,1,-0.00988152,-0.00832579,-0.533667,-0.625,-4014,-0.457191,-0.281482,-23470900
0,1,0,1,-0.00921359,-0.00856005,-0.516333,5831190,1,1.17598,0.707886,1.00E+20
0,1,0,1,-0.00855921,-0.00608869,-0.526333,13443100,1,4.01645,1.37709,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00821448,-0.0064514,-0.247,787279000,1,292.783,54.7275,1.00E+20
0,0,0,1,-0.00664807,-0.010101,-0.457667,-0.55,-3408.5,-0.39558,-0.267392,-21428600
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.000693963,-0.00853314,-0.512,5967450,1,1.22683,0.126038,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00882159,-0.00847966,-0.577,4736270,1,0.7674,0.508242,1.00E+20
0,1,0,1,-0.00982801,-0.00953481,-0.233,36383100,1,12.5768,3.15009,1.00E+20
0,1,0,0,-0.00988732,-0.0086371,-0.575333,2.4,-331,0.4837,0.123434,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.0145642,-0.00512821,-0.398333,8875090,1,2.31185,0.637762,1.00E+20
0,1,0,1,-0.00903393,-0.00151437,-0.576,-0.625,-4074.5,-0.430365,-0.297796,-25073400
0,1,0,0,-0.00792594,-0.0086192,-0.544667,3715620,1,0.38653,0.215107,1.00E+20
0,1,0,1,-0.0088552,-0.00713012,-0.349667,115513000,1,42.1051,8.83976,1.00E+20
0,1,0,0,-0.0022269,-0.00805052,-0.357667,4681550,1,0.74698,0.262782,1.00E+20
0,0,0,1,0.0176916,-0.010101,-0.437333,2258950,1,-0.157044,0.0471713,1.00E+20
0,0,0,1,-0.00739538,-0.00104181,-0.117,0.7,-809,-0.070394,-0.304696,-1870630
0,1,0,0,-0.00717883,-0.00960318,-0.378667,0.325,-1059.5,-0.018748,-0.0642633,-5137550
0,1,0,1,-0.00987679,-0.00937744,-0.501333,41808100,1,14.6012,3.4683,1.00E+20
0,1,0,1,-0.00640101,-0.00812236,-0.36,46911500,1,16.5056,4.12491,1.00E+20
0,1,0,0,-0.00793341,-0.00645444,-0.55,1.35,-549,0.21111,0.0604259,1.00E+20
0,1,0,0,-0.00913371,-0.00941445,-0.391,4049360,1,0.51107,0.337972,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.0073374,-0.00910877,-0.458,4775560,1,0.78206,0.535002,1.00E+20
0,1,0,0,-0.00923267,-0.00813104,-0.549667,3759110,1,0.40276,0.745343,1.00E+20
0,1,0,0,-0.00649431,-0.00825608,-0.488333,3956350,1,0.47636,0.318325,1.00E+20
0,1,0,1,-0.00840499,-0.00891106,-0.387333,-0.5,-2992.5,-0.372936,-0.246473,-18874500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00919448,-0.00927419,-0.484333,1.3,-556,0.17476,0.0484116,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00821101,-0.00767288,-0.600333,-0.3,-2026.5,-0.073093,-0.175297,-16379200
0,1,0,0,-0.00759766,-0.00837286,-0.341667,0.35,-1047,0.25663,-0.0968055,-6377320
0,1,0,0,-0.0096605,-0.00924932,-0.528,-0.075,-1439.5,-0.025038,-0.102386,-9871800
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00988161,-0.00830448,-0.534333,-0.525,-3224,-0.365824,-0.248669,-20975100
0,1,0,0,-0.00636559,-0.00573395,-0.526667,-0.475,-2816.5,-0.340134,-0.216375,-18367900
0,0,0,0,-0.00457378,-0.0033739,-0.454,8042020,-126,2.00098,0.154034,1.00E+20
0,0,0,1,-0.00780845,-0.00147688,-0.465333,1.825,-444.5,1.84187,0.0706943,1.00E+20
0,1,0,1,-0.0089681,-0.0067793,-0.484333,-0.225,-1806,-0.209861,-0.134257,-11721500
0,0,0,1,-0.0042693,-0.00993669,-0.377667,-0.45,-2676.5,-0.402807,-0.284424,-15547600
0,1,0,1,-0.00615016,-0.00387173,-0.528,6338070,1,1.36513,0.808817,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00812128,-0.00538642,-0.527667,-0.275,-1990,-0.169658,-0.157595,-14282700
0,1,0,1,-0.010101,-0.00999574,-0.588,22845100,1,7.52492,1.71726,1.00E+20
0,0,0,1,-0.00498422,-0.00671595,-0.440333,15812100,1,4.90048,1.05727,1.00E+20
0,0,0,1,-0.00532717,-0.00522391,-0.544333,-0.525,-3269.5,-0.424841,-0.224842,-19360900
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00755454,0.00844997,-0.582667,-0.725,-5586.5,-0.527919,-0.367439,-29961500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00790937,-0.00993653,-0.379667,3406260,1,0.27109,0.158982,1.00E+20
0,1,0,1,-0.00963207,-0.00863006,-0.435333,58403800,1,20.7941,4.82197,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00659828,-0.0059491,-0.532667,7041330,1,1.62756,0.901041,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00573353,-0.00892764,-0.381667,2.525,-309,0.57391,0.09167,1.00E+20
0,1,0,1,-0.00576674,-0.00858964,-0.547,3649210,1,0.36175,0.276265,1.00E+20
0,1,0,1,-0.00858075,-0.00756943,-0.548,3877590,-145.5,0.44697,0.164692,1.00E+20
0,1,0,1,-0.00915963,-0.00974205,-0.429333,16213500,1,5.05027,1.75389,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.0096644,-0.00719424,-0.541667,-0.65,-4487.5,-0.465165,-0.320973,-26384500
0,0,0,1,0.00755208,-0.00453572,-0.536667,1529100,-197,-0.429397,-0.197506,1.00E+20
0,1,0,1,-0.00989092,0.00397268,-0.602333,-0.625,-4250,-0.419409,-0.318317,-26867300
